PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54
-3.9927852781,2.86074759706,1.291245072,-0.634437671463,-1.77244973149,0.65650475682,0.900705893755,-0.133789813171,-0.261633654477,0.46981309652,-0.262482878665,2.20304975808,0.850987675861,-0.108636335495,-0.0694190137773,-1.29008943159,-0.17494454007,-2.91737400798,0.13960269425,-0.347014895076,-0.0788667561621,1.43730471905,-0.222058292306,0.134417007017,1.13238285062,0.266419927302,0.80687032313,0.546689019637,0.165230405053,0.748587325497,0.0617297519594,-1.32903451245,1.1425242233,-0.331583385786,0.623927320048,0.913148941455,-0.656734799866,0.725416727937,0.888022548847,0.421191411396,-0.0532210444073,1.25191484677,-0.920327955253,0.679293864263,-0.491818866862,-0.406216119977,0.404790031289,-0.190667459939,-0.134358573751,-0.251449271818,-0.0166822598262,-0.0483693293907,-0.17280066102,-5.74680671188e-16
-0.272169849098,1.62256094928,-0.507535598971,-1.34121031147,-0.186027545445,-0.99977677911,-1.91677022393,-0.665141560333,-1.04309871576,0.733219158163,1.09075389418,0.946645831871,-0.58890329955,-1.507324519,-1.18636628902,0.710299923474,-0.117112523735,-0.531458879121,-0.409899772043,-0.223062353495,0.846683926187,2.98987316163,1.97277408572,-1.95229923588,-0.424428663236,0.190483610936,0.197755384747,0.543537360929,1.30791856911,-0.896766438871,0.0484252006805,-0.110989829767,1.82195371351,0.355972429771,0.520785128442,0.135186394012,-0.220640520642,-0.0189427609138,0.326500869266,-0.290178149547,0.423100025551,-0.373792155313,-0.402641090447,0.0766136016793,-1.18366303099,-1.3713013122,0.464723100973,-0.345570287846,0.121033662669,0.250931834441,-0.66778528261,0.048406724048,-0.18897701091,7.50468702263e-16
2.55164578583,2.51010031464,0.378293210752,-0.633905781916,-0.0989401455524,-1.65885049819,-0.196157809011,0.494165203503,-0.194363716161,0.136916168737,0.584833111237,0.539844521587,-0.500862300284,-0.602718250729,-0.0354630826712,-0.0502718377059,0.543843886431,0.962320292131,0.542285454016,-0.414555589058,-1.03528034358,0.266478334663,-1.02975419556,0.112987007055,-0.520827166551,0.597634801725,-1.58173936198,-0.337445048376,0.788259633164,0.574864720885,0.785865118517,-0.620683800136,1.3562326869,0.424054911793,-0.152362181348,0.0679429962091,0.0886025985159,-0.271507433341,-0.0899706102843,-0.680038559657,1.02434695036,1.14347673771,0.469133532088,-0.142665285333,0.295404633123,-0.427836127618,0.93251584086,-1.00693787137,0.151132478628,-0.522793156043,-0.0749212291766,-0.0612608834506,0.0112325834084,1.94039619244e-16
-2.16095917982,2.80001896385,2.08057540076,-2.28402732789,-1.84626118291,0.564420460906,1.20155755731,-0.228554604299,0.355542192308,-0.790738356538,-0.246693809955,-0.378916130515,-2.33333818842,-0.0204095345658,-0.324849625086,0.864392724399,-0.964505094863,-0.104920462528,1.32395071353,0.425977659538,1.13264086087,-1.99703273935,-0.851420443638,-0.0844994815025,0.692859343413,0.647469297924,0.0843194371397,1.01861473036,-0.891600824218,-0.917875828128,0.209007902887,-0.44027292382,1.27726992015,0.0616130790563,-0.468064674958,1.43374175673,0.30469217517,0.159616561614,0.953290762597,-0.788600321253,0.494980862865,0.710732946989,-1.31086134772,0.0979489691744,-0.772447707567,0.111581204562,0.184743272666,-0.407437575602,0.216800861349,0.137779594881,0.00692481207268,0.252980602073,0.0693058002358,-5.78875237972e-17
-0.130276597789,0.739810256609,-1.27892991427,-1.20659286545,-0.360326569811,-0.344655438251,-0.927536066853,1.13176099671,-1.17240098507,0.701152268351,-0.499265310947,0.401859080085,-0.523980432436,-0.132827348856,1.34886012608,-2.42835155372,-0.662099768473,-0.119997311927,-1.04392993409,-1.45224844505,0.192301743207,0.688526434756,-1.16866060764,-0.146643966581,-0.13862977961,-0.137159762035,-1.02072064019,-0.0165462830618,0.745288388129,0.473102210124,-0.805773260908,0.0111214453334,0.797729235495,-0.75193041588,1.17487881682,-0.102802420658,-0.233525557326,0.294511431514,1.10587393769,0.853562916894,-0.99441890229,-0.623338100384,-0.466340803341,-0.217571712428,0.881761071228,-0.216317389177,-0.319978871559,-1.04845456175,0.357243668324,0.382116234596,-0.662567031536,0.00232555339825,-0.0978545395196,-4.60405647599e-16
0.112751406089,2.41746508861,0.152828631071,0.0313618216833,1.01569703415,0.792028874208,0.445783984097,1.17213790107,0.171405785628,1.26980619306,-0.319784894506,1.38727480126,1.06381954423,0.295490122839,1.08589804235,-0.08153122163,0.718226406488,0.209559790875,-0.605585959841,0.192733826909,0.209634833181,0.141594009299,0.192156383623,-0.268925182175,0.482889372696,0.282336007252,-1.37160921206,-0.06126677862,-0.0676411295898,-0.746339634757,0.00529539901184,-0.0146781651405,1.15405046076,-0.719679584668,-0.947982133428,0.848744147289,-1.24367158078,0.876697157159,0.875922003152,-0.394777916332,1.17086084272,-1.17722493772,-0.156162705241,-1.13434099196,0.804940188578,0.339057721288,-0.0281768831398,-0.0626487678645,0.339763210172,-0.0510701966837,0.045161941443,0.2128941403,0.0367481861881,-2.55890115631e-16
-0.686343782682,2.82332239603,1.38942513907,0.21479262353,-0.180273761079,-0.743736375257,-0.997551621835,-0.450172348444,0.676301019444,0.259826154597,0.519816831165,0.724968976929,1.49681930175,-0.0261756010242,0.577085260128,0.503235201152,0.981746670339,0.842326392901,0.0761733908863,-0.0385630096465,0.661846073522,-0.319453649702,0.0745354944122,0.306569154534,0.910864285914,0.720942713246,-1.89230944054,1.10826388503,0.554605252931,0.477924301386,0.160838524257,-0.704869067863,0.44092895627,0.0469128037498,-0.206699368492,0.559703950033,-0.271503151661,0.146332131765,0.750769461882,0.801524487351,0.675953889655,-0.424462336035,0.0840089161212,0.306587989454,0.466767934474,-0.36885828553,0.608231719438,0.494745809866,0.347346216381,0.108790194556,-0.128821639596,-0.462811349719,0.0436203512373,-1.72344399558e-16
1.64179486007,2.53931982989,-1.60920646988,1.37858673911,1.15421837075,1.12838186625,1.94034673317,-0.908713511804,-0.289877934575,0.902488566368,0.165037562499,0.885713582102,0.0102869127225,-0.453693340683,0.672661282129,0.622003538504,-0.813904225721,-0.24419129172,-1.67324042958,0.0689567326044,-1.10625837074,-0.59080529823,-0.901517936794,-0.13208313432,0.741253767605,0.779596392972,-0.648757608402,0.408427471471,-0.107516171588,-0.27220621117,-0.207851706908,-0.276646839983,-0.252727130915,0.54156025258,0.533527958955,-1.22651897551,0.824361284861,1.00158734475,1.47978246179,-0.784534522037,-1.07024852837,-0.0744883120679,-0.333678520338,-1.16034884658,-0.918088458695,0.130082076621,-0.29536508998,0.624279001009,-0.537663863955,0.161201116414,-0.371691419862,-0.078802903043,0.042907710008,-3.58571266315e-16
1.41587566002,2.58962726965,0.503003741944,-1.89676535877,-0.135164375376,-0.651924413858,1.05000527359,-0.186483843353,-0.423070663301,0.351288662357,0.666379185317,0.616582258693,-0.689962036321,0.238235112705,-0.988275874094,-0.0300777725563,1.01587668692,-0.612576272745,-0.328189367367,0.755830732052,-1.13056419762,-0.411218422068,-0.152869344492,-0.202453472773,0.168031154411,0.433073747464,-0.36379082953,-1.22104680172,-0.636995079917,-1.72893316419,-0.278906138273,1.620241417,0.949727796199,0.989663612099,-0.542438178117,0.374312885707,1.06671057256,-0.607734162351,-0.367627510883,-0.819380814576,0.152997867103,0.614674809531,-0.441453161667,-1.61402687421,0.0169785992198,0.467845278215,0.00566492641933,-0.65037250612,-0.353632380634,0.24243801574,0.175822225624,0.0275460944956,0.0707351623214,-1.05630898696e-17
2.25143493212,2.15457294577,0.991396782251,-0.989747525794,2.23311264496,-2.44565018499,0.687211827335,-0.682767777473,-1.09728254794,-0.738072797111,1.15194395941,-0.228528988232,0.469520758923,0.428692276612,-0.593424575181,0.428841425021,1.71254578645,0.557421488904,0.688294659882,0.165840138268,-0.366225509201,-0.102109251572,0.894580957652,-0.70117764493,0.415691529103,0.648536749278,-1.09693761842,-0.921836757376,1.26172557289,-0.161663012122,-0.325002714416,0.779985300802,0.0099746065308,0.533596520257,0.691726334573,1.03104562073,0.48338112904,0.311097885306,0.697401331783,0.520773718366,-0.372455852212,-0.804130229283,-0.558445654783,-0.241279843972,-0.193072707992,-0.362323896797,0.0797473648203,-0.0406399382631,-0.311179339036,-0.368436919631,-0.298503292182,0.0482646595637,0.0395023500832,-2.43180444009e-16
