away_corners,away_fouls,away_shots,away_shots_target,away_yellow_cards,away_red_cards,away_team,full_time_away_goals,full_time_home_goals,home_corners,home_fouls,home_red_cards,home_yellow_cards,home_shots,home_shots_target,half_time_away_goals,half_time_home_goals,half_time_result,home_team,Referee,result,City,Stadium,Capacity,Country,season,date,home_team_api_id,away_team_api_id,possession,temp (F),dew (F),humidity,wind direction,wind speed (mph),visibility (mi),home_goal_headers,home_goal_freekicks,home_goal_volleys,home_goal_other,away_goal_headers,away_goal_freekicks,away_goal_volleys,away_goal_other,home_shoton_headers,home_shoton_freekicks,home_shoton_volleys,home_shoton_other,home_shoton_bigchance,away_shoton_headers,away_shoton_freekicks,away_shoton_volleys,away_shoton_other,away_shoton_bigchance,home_shotoff_headers,home_shotoff_freekicks,home_shotoff_volleys,home_shotoff_other,home_shotoff_bigchance,home_shotoff_bad_shot,away_shotoff_headers,away_shotoff_freekicks,away_shotoff_volleys,away_shotoff_other,away_shotoff_bigchance,away_shotoff_bad_shot,home_crosses,away_crosses
4,11,12,4,0,0,Southampton,2,0,8,5,0,0,8,3,1,0,0,Reading,,0,Reading ,Madejski Stadium ,24224.0,England,2012/2013,2013-04-06,9798,8466,<possession><value><comment>43</comment><event_incident_typefk>352</event_incident_typefk><elapsed>26</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>57</awaypos><homepos>43</homepos><n>66</n><type>special</type><id>2680878</id></value><value><comment>51</comment><event_incident_typefk>352</event_incident_typefk><elapsed>44</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>49</awaypos><homepos>51</homepos><n>109</n><type>special</type><id>2680961</id></value><value><comment>48</comment><event_incident_typefk>352</event_incident_typefk><elapsed>63</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>52</awaypos><homepos>48</homepos><n>164</n><type>special</type><id>2681085</id></value><value><comment>42</comment><event_incident_typefk>352</event_incident_typefk><elapsed>89</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>58</awaypos><homepos>42</homepos><n>224</n><type>special</type><id>2681193</id></value></possession>,38.525,26.525,64.8608333333,197.083333333,8.2625,6.21,0,0,0,0,0,0,0,2,2,0,0,3,1,0,0,0,3,0,1,0,0,4,1,0,2,0,0,6,3,0,34,17
2,11,11,8,1,0,Aston Villa,3,1,4,16,0,3,6,2,1,0,0,Stoke,,0,Stoke-on-Trent ,Britannia Stadium ,27740.0,England,2012/2013,2013-04-06,10194,10252,<possession><value><comment>42</comment><event_incident_typefk>352</event_incident_typefk><elapsed>16</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>58</awaypos><homepos>42</homepos><n>72</n><type>special</type><id>2681396</id></value><value><comment>50</comment><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><del>1</del><sortorder>0</sortorder><n>117</n><type>special</type><id>2681647</id></value><value><comment>47</comment><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>53</awaypos><homepos>47</homepos><n>48</n><type>special</type><id>2681657</id></value><value><comment>39</comment><event_incident_typefk>352</event_incident_typefk><elapsed>62</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>61</awaypos><homepos>39</homepos><n>115</n><type>special</type><id>2681926</id></value><value><comment>46</comment><event_incident_typefk>352</event_incident_typefk><elapsed>76</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>54</awaypos><homepos>46</homepos><n>199</n><type>special</type><id>2682083</id></value><value><comment>48</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>52</awaypos><homepos>48</homepos><n>218</n><type>special</type><id>2682246</id></value></possession>,37.175,27.35,69.8691666667,240.416666667,3.91666666667,6.055,0,0,0,1,0,0,0,3,3,0,0,3,0,0,0,0,5,1,3,1,0,2,0,1,0,0,0,3,2,0,32,10
4,15,11,6,4,1,Arsenal,2,1,6,7,0,2,16,5,1,0,0,West Bromwich Albion,,0,West Bromwich ,The Hawthorns ,27877.0,England,2012/2013,2013-04-06,8659,9825,<possession><value><comment>42</comment><event_incident_typefk>352</event_incident_typefk><elapsed>23</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>58</awaypos><homepos>42</homepos><n>39</n><type>special</type><id>2681456</id></value><value><comment>45</comment><event_incident_typefk>352</event_incident_typefk><elapsed>43</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>55</awaypos><homepos>45</homepos><n>68</n><type>special</type><id>2681629</id></value><value><comment>43</comment><event_incident_typefk>352</event_incident_typefk><elapsed>67</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>57</awaypos><homepos>43</homepos><n>120</n><type>special</type><id>2681996</id></value><value><comment>49</comment><event_incident_typefk>352</event_incident_typefk><elapsed>88</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>51</awaypos><homepos>49</homepos><n>135</n><type>special</type><id>2682228</id></value></possession>,37.1488372093,26.2651162791,67.7504651163,158.372093023,4.6511627907,6.21,0,0,0,0,1,0,1,0,1,2,0,3,0,0,0,1,4,0,3,0,2,6,0,0,1,0,1,3,1,0,25,9
5,15,7,3,2,0,Sunderland,1,2,8,9,0,0,14,7,1,0,0,Chelsea,,3,London ,Stamford Bridge ,42449.0,England,2012/2013,2013-04-07,8455,8472,<possession><value><comment>51</comment><event_incident_typefk>352</event_incident_typefk><elapsed>23</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>49</awaypos><homepos>51</homepos><n>55</n><type>special</type><id>2684882</id></value><value><comment>57</comment><elapsed_plus>2</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>43</awaypos><homepos>57</homepos><n>113</n><type>special</type><id>2685185</id></value><value><comment>57</comment><event_incident_typefk>352</event_incident_typefk><elapsed>72</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>43</awaypos><homepos>57</homepos><n>176</n><type>special</type><id>2685561</id></value><value><comment>58</comment><event_incident_typefk>352</event_incident_typefk><elapsed>89</elapsed><subtype>possession</subtype><sortorder>4</sortorder><awaypos>42</awaypos><homepos>58</homepos><n>204</n><type>special</type><id>2685749</id></value></possession>,40.0625,28.1375,65.9360416667,73.75,5.58125,5.99041666667,0,0,0,1,0,0,0,0,2,0,0,5,1,0,0,0,2,1,3,0,1,4,0,0,0,0,0,4,1,0,30,17
6,8,9,5,1,0,Everton,2,2,7,14,0,1,19,10,1,1,1,Tottenham,,1,London ,White Hart Lane ,36230.0,England,2012/2013,2013-04-07,8586,8668,<possession><value><comment>51</comment><event_incident_typefk>352</event_incident_typefk><elapsed>22</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>49</awaypos><homepos>51</homepos><n>85</n><type>special</type><id>2684313</id></value><value><comment>52</comment><event_incident_typefk>352</event_incident_typefk><elapsed>44</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>48</awaypos><homepos>52</homepos><n>136</n><type>special</type><id>2684525</id></value><value><comment>54</comment><event_incident_typefk>352</event_incident_typefk><elapsed>64</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>46</awaypos><homepos>54</homepos><n>208</n><type>special</type><id>2684939</id></value></possession>,40.0625,28.1375,65.9360416667,73.75,5.58125,5.99041666667,0,0,1,1,1,0,0,1,0,0,1,6,0,0,0,1,1,1,1,0,0,8,0,0,1,0,0,4,0,0,34,14
2,4,10,4,1,0,West Ham,0,0,12,8,0,0,19,12,0,0,1,Liverpool,,1,Liverpool ,Anfield ,45276.0,England,2012/2013,2013-04-07,8650,8654,<possession><value><comment>67</comment><event_incident_typefk>352</event_incident_typefk><elapsed>23</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>33</awaypos><homepos>67</homepos><n>78</n><type>special</type><id>2684031</id></value><value><comment>68</comment><event_incident_typefk>352</event_incident_typefk><elapsed>44</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>32</awaypos><homepos>68</homepos><n>131</n><type>special</type><id>2684191</id></value><value><comment>66</comment><event_incident_typefk>352</event_incident_typefk><elapsed>71</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>34</awaypos><homepos>66</homepos><n>121</n><type>special</type><id>2684605</id></value><value><comment>66</comment><event_incident_typefk>352</event_incident_typefk><elapsed>89</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>34</awaypos><homepos>66</homepos><n>156</n><type>special</type><id>2684813</id></value></possession>,40.8875,29.9375,67.8735416667,112.083333333,6.29583333333,5.75791666667,0,0,0,0,0,0,0,0,1,0,0,9,2,1,0,0,4,1,1,0,1,8,1,0,2,0,0,4,1,0,28,18
3,11,5,3,2,0,Fulham,0,1,10,13,0,2,20,10,0,0,1,Newcastle United,,3,Newcastle upon Tyne ,Sports Direct Arena,52409.0,England,2012/2013,2013-04-07,10261,9879,<possession><value><comment>55</comment><event_incident_typefk>352</event_incident_typefk><elapsed>23</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>45</awaypos><homepos>55</homepos><n>44</n><type>special</type><id>2684876</id></value><value><comment>52</comment><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>48</awaypos><homepos>52</homepos><n>90</n><type>special</type><id>2685150</id></value><value><comment>48</comment><event_incident_typefk>352</event_incident_typefk><elapsed>67</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>52</awaypos><homepos>48</homepos><n>110</n><type>special</type><id>2685497</id></value><value><comment>47</comment><event_incident_typefk>352</event_incident_typefk><elapsed>87</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>53</awaypos><homepos>47</homepos><n>174</n><type>special</type><id>2685699</id></value></possession>,38.36,32.08,78.4448888889,130.666666667,6.67333333333,6.21,0,0,1,0,0,0,0,0,1,0,0,5,0,1,0,0,2,0,4,0,0,8,0,0,0,0,0,2,0,0,28,14
10,12,16,10,3,0,Wigan,1,1,2,9,1,2,6,2,0,0,1,Queens Park Rangers,,1,London ,Loftus Road ,18439.0,England,2012/2013,2013-04-07,10172,8528,<possession><value><comment>52</comment><event_incident_typefk>352</event_incident_typefk><elapsed>20</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>48</awaypos><homepos>52</homepos><n>12</n><type>special</type><id>2685558</id></value><value><comment>45</comment><event_incident_typefk>352</event_incident_typefk><elapsed>42</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>55</awaypos><homepos>45</homepos><n>73</n><type>special</type><id>2685791</id></value><value><comment>42</comment><event_incident_typefk>352</event_incident_typefk><elapsed>66</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>58</awaypos><homepos>42</homepos><n>95</n><type>special</type><id>2686103</id></value><value><comment>47</comment><event_incident_typefk>352</event_incident_typefk><elapsed>89</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>53</awaypos><homepos>47</homepos><n>224</n><type>special</type><id>2686333</id></value></possession>,40.325,24.2,56.4825,150.0,5.925,6.21,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,10,1,1,1,0,3,0,0,0,0,1,4,1,1,23,24
4,18,9,5,5,0,Manchester City,2,1,9,13,0,3,16,7,0,0,1,Manchester United,,0,Stretford ,Old Trafford ,75811.0,England,2012/2013,2013-04-08,10260,8456,<possession><value><comment>55</comment><event_incident_typefk>352</event_incident_typefk><elapsed>20</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>45</awaypos><homepos>55</homepos><n>60</n><type>special</type><id>2688858</id></value><value><comment>50</comment><event_incident_typefk>352</event_incident_typefk><elapsed>44</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>50</awaypos><homepos>50</homepos><n>131</n><type>special</type><id>2688977</id></value><value><comment>52</comment><event_incident_typefk>352</event_incident_typefk><elapsed>64</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>48</awaypos><homepos>52</homepos><n>186</n><type>special</type><id>2689101</id></value><value><comment>51</comment><elapsed_plus>3</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>6</sortorder><awaypos>49</awaypos><homepos>51</homepos><n>287</n><type>special</type><id>2689238</id></value></possession>,39.4625,27.1625,62.5160416667,78.75,15.5666666667,6.18416666667,0,0,0,0,0,0,0,2,4,0,0,3,1,0,0,0,5,0,3,0,2,4,0,0,1,0,0,4,0,1,40,20
3,10,5,5,2,0,Norwich,1,3,9,8,0,1,10,7,0,0,1,Arsenal,,3,London ,Emirates Stadium ,60361.0,England,2012/2013,2013-04-13,9825,9850,<possession><value><comment>56</comment><event_incident_typefk>352</event_incident_typefk><elapsed>24</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>44</awaypos><homepos>56</homepos><n>28</n><type>special</type><id>2696699</id></value><value><comment>52</comment><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>48</awaypos><homepos>52</homepos><n>45</n><type>special</type><id>2697001</id></value><value><comment>53</comment><event_incident_typefk>352</event_incident_typefk><elapsed>69</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>47</awaypos><homepos>53</homepos><n>146</n><type>special</type><id>2697470</id></value></possession>,49.0625,44.6375,85.0154166667,195.0,10.6395833333,6.11958333333,0,0,0,2,1,0,0,0,0,0,0,6,1,1,0,0,3,0,0,0,0,5,0,0,0,0,0,1,0,0,29,15
5,15,8,3,2,0,Fulham,1,1,8,5,0,1,15,7,0,0,1,Aston Villa,,1,Birmingham ,Villa Park ,42785.0,England,2012/2013,2013-04-13,10252,9879,<possession><value><comment>44</comment><event_incident_typefk>352</event_incident_typefk><elapsed>28</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>56</awaypos><homepos>44</homepos><n>54</n><type>special</type><id>2696748</id></value><value><comment>51</comment><event_incident_typefk>352</event_incident_typefk><elapsed>73</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>49</awaypos><homepos>51</homepos><n>148</n><type>special</type><id>2697539</id></value><value><comment>51</comment><elapsed_plus>3</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>49</awaypos><homepos>51</homepos><n>195</n><type>special</type><id>2697862</id></value></possession>,47.3,44.3375,89.6483333333,167.916666667,11.0729166667,5.29458333333,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,3,0,1,0,0,7,0,0,0,0,0,7,0,0,36,13
5,12,8,5,3,0,Queens Park Rangers,0,2,13,6,0,3,14,10,0,1,3,Everton,,3,Liverpool ,Goodison Park ,40157.0,England,2012/2013,2013-04-13,8668,10172,<possession><value><comment>57</comment><event_incident_typefk>352</event_incident_typefk><elapsed>25</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>43</awaypos><homepos>57</homepos><n>14</n><type>special</type><id>2696732</id></value><value><comment>63</comment><event_incident_typefk>352</event_incident_typefk><elapsed>43</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>37</awaypos><homepos>63</homepos><n>84</n><type>special</type><id>2696996</id></value><value><comment>62</comment><event_incident_typefk>352</event_incident_typefk><elapsed>68</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>38</awaypos><homepos>62</homepos><n>167</n><type>special</type><id>2697475</id></value><value><comment>60</comment><elapsed_plus>4</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>40</awaypos><homepos>60</homepos><n>232</n><type>special</type><id>2697885</id></value></possession>,48.3531914894,43.4127659574,83.5434042553,138.723404255,13.0680851064,6.11765957447,0,0,1,1,0,0,0,0,3,0,0,6,2,0,0,0,7,1,1,0,0,2,1,0,0,0,0,3,0,1,31,16
9,8,26,15,1,0,Liverpool,0,0,4,9,0,2,7,5,0,0,1,Reading,,1,Reading ,Madejski Stadium ,24224.0,England,2012/2013,2013-04-13,9798,8650,<possession><value><comment>41</comment><event_incident_typefk>352</event_incident_typefk><elapsed>20</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>59</awaypos><homepos>41</homepos><n>46</n><type>special</type><id>2696645</id></value><value><comment>38</comment><event_incident_typefk>352</event_incident_typefk><elapsed>43</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>62</awaypos><homepos>38</homepos><n>97</n><type>special</type><id>2696968</id></value><value><comment>40</comment><event_incident_typefk>352</event_incident_typefk><elapsed>63</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>60</awaypos><homepos>40</homepos><n>157</n><type>special</type><id>2697368</id></value><value><comment>39</comment><event_incident_typefk>352</event_incident_typefk><elapsed>88</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>61</awaypos><homepos>39</homepos><n>252</n><type>special</type><id>2697765</id></value></possession>,46.55,44.825,93.8041666667,181.666666667,14.5416666667,4.34291666667,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,12,4,0,0,0,2,0,1,1,1,3,5,0,1,26,22
4,18,6,4,3,0,West Ham,1,1,7,9,0,2,15,11,0,0,1,Southampton,,1,Southampton ,St Mary's Stadium ,32689.0,England,2012/2013,2013-04-13,8466,8654,<possession><value><comment>59</comment><event_incident_typefk>352</event_incident_typefk><elapsed>17</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>41</awaypos><homepos>59</homepos><n>35</n><type>special</type><id>2696620</id></value><value><comment>61</comment><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>39</awaypos><homepos>61</homepos><n>94</n><type>special</type><id>2697015</id></value><value><comment>56</comment><event_incident_typefk>352</event_incident_typefk><elapsed>82</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>44</awaypos><homepos>56</homepos><n>205</n><type>special</type><id>2697683</id></value><value><comment>57</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>43</awaypos><homepos>57</homepos><n>222</n><type>special</type><id>2697830</id></value></possession>,48.0363636364,45.8,91.9690909091,176.060606061,12.1848484848,3.98060606061,0,0,0,1,0,0,0,1,1,2,0,10,1,0,1,0,3,0,1,0,0,1,1,2,1,0,0,1,2,0,27,13
9,7,8,7,2,0,Sunderland,3,0,10,14,0,3,15,9,1,0,0,Newcastle United,,0,Newcastle upon Tyne ,Sports Direct Arena,52409.0,England,2012/2013,2013-04-14,10261,8472,<possession><value><comment>49</comment><event_incident_typefk>352</event_incident_typefk><elapsed>26</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>51</awaypos><homepos>49</homepos><n>63</n><type>special</type><id>2698943</id></value><value><comment>51</comment><event_incident_typefk>352</event_incident_typefk><elapsed>43</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>49</awaypos><homepos>51</homepos><n>106</n><type>special</type><id>2699014</id></value><value><comment>52</comment><event_incident_typefk>352</event_incident_typefk><elapsed>68</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>48</awaypos><homepos>52</homepos><n>198</n><type>special</type><id>2699210</id></value><value><comment>51</comment><event_incident_typefk>352</event_incident_typefk><elapsed>89</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>49</awaypos><homepos>51</homepos><n>243</n><type>special</type><id>2699330</id></value></possession>,56.04,46.68,71.288,204.666666667,18.1422222222,6.21,0,0,0,1,0,0,0,3,1,0,1,5,2,1,0,0,4,1,4,0,0,2,0,0,0,0,0,0,0,0,37,20
7,9,9,3,1,0,Manchester United,2,0,3,9,0,1,13,4,1,0,0,Stoke,,0,Stoke-on-Trent ,Britannia Stadium ,27740.0,England,2012/2013,2013-04-14,10194,10260,<possession><value><comment>49</comment><event_incident_typefk>352</event_incident_typefk><elapsed>20</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>51</awaypos><homepos>49</homepos><n>32</n><type>special</type><id>2699479</id></value><value><comment>46</comment><event_incident_typefk>352</event_incident_typefk><elapsed>44</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>54</awaypos><homepos>46</homepos><n>81</n><type>special</type><id>2699642</id></value><value><comment>51</comment><event_incident_typefk>352</event_incident_typefk><elapsed>65</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>49</awaypos><homepos>51</homepos><n>140</n><type>special</type><id>2699813</id></value><value><comment>44</comment><event_incident_typefk>352</event_incident_typefk><elapsed>87</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>56</awaypos><homepos>44</homepos><n>177</n><type>special</type><id>2699922</id></value></possession>,55.7,47.675,74.9725,187.5,20.5375,6.21,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,2,0,3,0,0,3,1,1,1,1,1,2,0,1,15,12
1,12,10,5,3,0,Everton,0,0,8,11,0,2,10,6,0,0,1,Arsenal,,1,London ,Emirates Stadium ,60361.0,England,2012/2013,2013-04-16,9825,8668,<possession><value><comment>46</comment><event_incident_typefk>352</event_incident_typefk><elapsed>23</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>54</awaypos><homepos>46</homepos><n>56</n><type>special</type><id>2704661</id></value><value><comment>50</comment><event_incident_typefk>352</event_incident_typefk><elapsed>43</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>50</awaypos><homepos>50</homepos><n>70</n><type>special</type><id>2704716</id></value><value><comment>51</comment><event_incident_typefk>352</event_incident_typefk><elapsed>68</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>49</awaypos><homepos>51</homepos><n>115</n><type>special</type><id>2704845</id></value><value><comment>55</comment><event_incident_typefk>352</event_incident_typefk><elapsed>87</elapsed><subtype>possession</subtype><sortorder>4</sortorder><awaypos>45</awaypos><homepos>55</homepos><n>158</n><type>special</type><id>2704928</id></value></possession>,54.5375,43.175,66.7214583333,215.833333333,13.4479166667,6.19708333333,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,6,0,0,0,0,4,1,0,0,0,0,4,0,0,24,11
5,11,13,10,1,0,Chelsea,3,0,6,11,0,2,11,7,3,0,0,Fulham,,0,London ,Craven Cottage ,25700.0,England,2012/2013,2013-04-17,9879,8455,<possession><value><comment>50</comment><event_incident_typefk>352</event_incident_typefk><elapsed>61</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>50</awaypos><homepos>50</homepos><n>76</n><type>special</type><id>2707264</id></value><value><comment>53</comment><event_incident_typefk>352</event_incident_typefk><elapsed>87</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>47</awaypos><homepos>53</homepos><n>144</n><type>special</type><id>2707445</id></value></possession>,56.3,46.4,71.0308333333,208.75,14.7875,5.71916666667,0,0,0,0,2,0,0,1,1,1,0,4,2,0,1,1,7,0,0,1,1,4,1,0,1,0,0,2,0,1,21,24
4,5,8,6,1,0,Wigan,0,1,5,12,0,2,10,4,0,0,1,Manchester City,,3,Manchester ,Etihad Stadium,47405.0,England,2012/2013,2013-04-17,8456,8528,<possession><value><comment>53</comment><event_incident_typefk>352</event_incident_typefk><elapsed>22</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>47</awaypos><homepos>53</homepos><n>38</n><type>special</type><id>2706723</id></value><value><comment>58</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>42</awaypos><homepos>58</homepos><n>97</n><type>special</type><id>2706912</id></value><value><comment>44</comment><event_incident_typefk>352</event_incident_typefk><elapsed>68</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>56</awaypos><homepos>44</homepos><n>151</n><type>special</type><id>2707211</id></value><value><comment>50</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>50</awaypos><homepos>50</homepos><n>195</n><type>special</type><id>2707399</id></value></possession>,53.2625,44.0,71.64125,176.458333333,19.6020833333,6.21,0,0,0,1,0,0,0,0,0,0,0,5,1,0,1,0,8,1,0,2,0,5,0,1,0,0,0,2,0,0,13,13
5,7,15,9,0,0,Manchester United,2,2,2,9,0,1,10,4,1,1,1,West Ham,,1,London ,Boleyn Ground ,35303.0,England,2012/2013,2013-04-17,8654,10260,<possession><value><comment>51</comment><event_incident_typefk>352</event_incident_typefk><elapsed>24</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>49</awaypos><homepos>51</homepos><n>61</n><type>special</type><id>2706734</id></value><value><comment>47</comment><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>53</awaypos><homepos>47</homepos><n>114</n><type>special</type><id>2706896</id></value><value><comment>48</comment><event_incident_typefk>352</event_incident_typefk><elapsed>65</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>52</awaypos><homepos>48</homepos><n>184</n><type>special</type><id>2707185</id></value><value><comment>43</comment><elapsed_plus>3</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>57</awaypos><homepos>43</homepos><n>258</n><type>special</type><id>2707426</id></value></possession>,56.1875,47.6,74.3366666667,185.0,12.6708333333,6.14541666667,1,0,0,1,0,0,0,2,1,0,0,1,0,3,0,2,3,3,1,0,0,5,0,1,1,0,0,3,1,1,22,36
3,8,10,7,2,1,Arsenal,1,0,7,13,1,0,7,5,1,0,0,Fulham,,0,London ,Craven Cottage ,25700.0,England,2012/2013,2013-04-20,9879,9825,<possession><value><comment>26</comment><event_incident_typefk>352</event_incident_typefk><elapsed>22</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>74</awaypos><homepos>26</homepos><n>47</n><type>special</type><id>2711467</id></value><value><comment>31</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>69</awaypos><homepos>31</homepos><n>85</n><type>special</type><id>2711898</id></value><value><comment>27</comment><event_incident_typefk>352</event_incident_typefk><elapsed>67</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>73</awaypos><homepos>27</homepos><n>123</n><type>special</type><id>2712546</id></value><value><comment>38</comment><event_incident_typefk>352</event_incident_typefk><elapsed>89</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>62</awaypos><homepos>38</homepos><n>164</n><type>special</type><id>2712996</id></value></possession>,45.725,29.825,59.11125,149.583333333,5.625,6.21,0,0,0,0,1,0,0,0,0,1,0,5,0,0,1,0,5,0,0,1,1,0,0,0,1,0,0,2,0,0,15,22
