away_corners,away_fouls,away_shots,away_shots_target,away_yellow_cards,away_red_cards,away_team,full_time_away_goals,full_time_home_goals,home_corners,home_fouls,home_red_cards,home_yellow_cards,home_shots,home_shots_target,half_time_away_goals,half_time_home_goals,half_time_result,home_team,Referee,result,City,Stadium,Capacity,Country,season,date,home_team_api_id,away_team_api_id,possession,temp (F),dew (F),humidity,wind direction,wind speed (mph),visibility (mi),home_goal_headers,home_goal_freekicks,home_goal_volleys,home_goal_other,away_goal_headers,away_goal_freekicks,away_goal_volleys,away_goal_other,home_shoton_headers,home_shoton_freekicks,home_shoton_volleys,home_shoton_other,home_shoton_bigchance,away_shoton_headers,away_shoton_freekicks,away_shoton_volleys,away_shoton_other,away_shoton_bigchance,home_shotoff_headers,home_shotoff_freekicks,home_shotoff_volleys,home_shotoff_other,home_shotoff_bigchance,home_shotoff_bad_shot,away_shotoff_headers,away_shotoff_freekicks,away_shotoff_volleys,away_shotoff_other,away_shotoff_bigchance,away_shotoff_bad_shot,home_crosses,away_crosses
10,7,16,4,1,0,West Ham,2,2,3,12,0,3,11,6,0,1,3,Hull,M Atkinson,1,Kingston upon Hull ,KC Stadium ,25404.0,England,2014/2015,2014-09-15,8667,8654,<possession><value><comment>49</comment><event_incident_typefk>352</event_incident_typefk><elapsed>22</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>51</awaypos><homepos>49</homepos><n>28</n><type>special</type><id>3730293</id></value><value><comment>44</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>56</awaypos><homepos>44</homepos><n>65</n><type>special</type><id>3730419</id></value><value><comment>34</comment><event_incident_typefk>352</event_incident_typefk><elapsed>66</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>66</awaypos><homepos>34</homepos><n>202</n><type>special</type><id>3730674</id></value><value><comment>40</comment><elapsed_plus>2</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>4</sortorder><awaypos>60</awaypos><homepos>40</homepos><n>225</n><type>special</type><id>3730846</id></value></possession>,59.825,58.475,95.6095833333,58.75,6.39583333333,3.955,2,0,0,1,0,0,0,2,0,0,1,5,1,2,0,0,9,3,0,0,0,3,0,1,2,0,0,4,0,0,20,20
5,9,9,3,3,0,Arsenal,3,0,5,11,0,1,6,2,3,0,0,Aston Villa,M Jones,0,Birmingham ,Villa Park ,42785.0,England,2014/2015,2014-09-20,10252,9825,<possession><value><comment>29</comment><event_incident_typefk>352</event_incident_typefk><elapsed>25</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>71</awaypos><homepos>29</homepos><n>64</n><type>special</type><id>3745229</id></value><value><comment>35</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>65</awaypos><homepos>35</homepos><n>89</n><type>special</type><id>3745616</id></value><value><comment>33</comment><event_incident_typefk>352</event_incident_typefk><elapsed>68</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>67</awaypos><homepos>33</homepos><n>143</n><type>special</type><id>3746613</id></value><value><comment>28</comment><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>72</awaypos><homepos>28</homepos><n>173</n><type>special</type><id>3747014</id></value></possession>,60.275,57.2,89.780625,149.583333333,6.35,2.97958333333,0,0,0,0,0,0,0,2,1,0,0,3,1,0,0,0,4,0,1,0,0,0,0,0,0,0,1,3,0,0,13,13
1,14,14,6,2,0,Sunderland,0,0,5,14,0,1,17,6,0,0,1,Burnley,A Taylor,1,Burnley ,Turf Moor ,22546.0,England,2014/2015,2014-09-20,8191,8472,<possession><value><comment>50</comment><event_incident_typefk>352</event_incident_typefk><elapsed>22</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>50</awaypos><homepos>50</homepos><n>64</n><type>special</type><id>3745197</id></value><value><comment>41</comment><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>59</awaypos><homepos>41</homepos><n>98</n><type>special</type><id>3745595</id></value><value><comment>45</comment><event_incident_typefk>352</event_incident_typefk><elapsed>65</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>55</awaypos><homepos>45</homepos><n>205</n><type>special</type><id>3746967</id></value><value><comment>43</comment><elapsed_plus>2</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>8</sortorder><awaypos>57</awaypos><homepos>43</homepos><n>179</n><type>special</type><id>3747024</id></value></possession>,54.7625,53.5625,95.7879166667,76.875,6.06458333333,3.93666666667,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,4,0,0,0,0,3,0,2,0,0,0,4,0,1,17,13
2,11,10,3,2,0,Hull,2,2,4,11,0,4,25,7,0,0,1,Newcastle United,N Swarbrick,1,Newcastle upon Tyne ,Sports Direct Arena,52409.0,England,2014/2015,2014-09-20,10261,8667,<possession><value><comment>58</comment><event_incident_typefk>352</event_incident_typefk><elapsed>25</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>42</awaypos><homepos>58</homepos><n>46</n><type>special</type><id>3745235</id></value><value><comment>64</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>36</awaypos><homepos>64</homepos><n>90</n><type>special</type><id>3745622</id></value><value><comment>63</comment><event_incident_typefk>352</event_incident_typefk><elapsed>68</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>37</awaypos><homepos>63</homepos><n>151</n><type>special</type><id>3746557</id></value><value><comment>63</comment><event_incident_typefk>352</event_incident_typefk><elapsed>86</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>37</awaypos><homepos>63</homepos><n>190</n><type>special</type><id>3746892</id></value></possession>,54.4808510638,52.7957446809,94.2982978723,112.765957447,5.22765957447,4.33127659574,0,0,0,2,0,0,0,2,1,0,0,11,3,0,0,0,2,0,1,0,0,6,2,0,1,0,0,3,1,1,24,11
1,15,8,4,4,0,Stoke,2,2,10,6,0,2,21,5,1,1,1,Queens Park Rangers,M Atkinson,1,London ,Loftus Road ,18439.0,England,2014/2015,2014-09-20,10172,10194,<possession><value><comment>62</comment><event_incident_typefk>352</event_incident_typefk><elapsed>20</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>38</awaypos><homepos>62</homepos><n>38</n><type>special</type><id>3744036</id></value><value><comment>58</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>4</sortorder><awaypos>42</awaypos><homepos>58</homepos><n>99</n><type>special</type><id>3744146</id></value><value><comment>55</comment><event_incident_typefk>352</event_incident_typefk><elapsed>68</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>45</awaypos><homepos>55</homepos><n>146</n><type>special</type><id>3744246</id></value></possession>,61.925,58.7,89.29375,40.8333333333,6.82916666667,4.59458333333,1,1,0,0,1,0,0,1,2,0,0,7,0,0,0,0,3,0,0,0,1,8,0,2,0,0,0,4,0,0,19,12
4,15,11,4,4,0,Southampton,1,0,2,11,1,0,5,2,0,0,1,Swansea,J Moss,0,Swansea ,Liberty Stadium ,20520.0,England,2014/2015,2014-09-20,10003,8466,<possession><value><comment>66</comment><event_incident_typefk>352</event_incident_typefk><elapsed>25</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>34</awaypos><homepos>66</homepos><n>71</n><type>special</type><id>3745236</id></value><value><comment>66</comment><event_incident_typefk>352</event_incident_typefk><elapsed>44</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>34</awaypos><homepos>66</homepos><n>61</n><type>special</type><id>3745590</id></value><value><comment>49</comment><event_incident_typefk>352</event_incident_typefk><elapsed>76</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>51</awaypos><homepos>49</homepos><n>117</n><type>special</type><id>3746752</id></value><value><comment>46</comment><elapsed_plus>2</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>54</awaypos><homepos>46</homepos><n>158</n><type>special</type><id>3747040</id></value></possession>,62.225,57.5,85.3179166667,172.916666667,9.27916666667,5.01541666667,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,3,0,0,2,0,0,4,0,0,6,11
5,11,11,5,1,0,Liverpool,1,3,7,16,0,4,13,7,1,2,3,West Ham,C Pawson,3,London ,Boleyn Ground ,35303.0,England,2014/2015,2014-09-20,8654,8650,<possession><value><comment>37</comment><event_incident_typefk>352</event_incident_typefk><elapsed>26</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>63</awaypos><homepos>37</homepos><n>56</n><type>special</type><id>3747804</id></value><value><comment>45</comment><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>55</awaypos><homepos>45</homepos><n>89</n><type>special</type><id>3748026</id></value><value><comment>41</comment><event_incident_typefk>352</event_incident_typefk><elapsed>70</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>59</awaypos><homepos>41</homepos><n>171</n><type>special</type><id>3748538</id></value><value><comment>36</comment><event_incident_typefk>352</event_incident_typefk><elapsed>89</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>64</awaypos><homepos>36</homepos><n>208</n><type>special</type><id>3748903</id></value></possession>,63.0595744681,59.8425531915,89.3612765957,159.574468085,5.67446808511,3.98489361702,0,0,0,3,0,0,0,1,1,1,0,6,0,1,0,0,6,0,1,0,0,2,0,0,0,0,0,3,0,0,11,16
1,13,10,3,2,0,Crystal Palace,3,2,7,8,0,2,17,6,1,1,1,Everton,M Oliver,0,Liverpool ,Goodison Park ,40157.0,England,2014/2015,2014-09-21,8668,9826,<possession><value><comment>82</comment><event_incident_typefk>352</event_incident_typefk><elapsed>25</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>18</awaypos><homepos>82</homepos><n>41</n><type>special</type><id>3755144</id></value><value><comment>75</comment><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>25</awaypos><homepos>75</homepos><n>77</n><type>special</type><id>3755466</id></value><value><comment>76</comment><event_incident_typefk>352</event_incident_typefk><elapsed>66</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>24</awaypos><homepos>76</homepos><n>132</n><type>special</type><id>3756152</id></value><value><comment>76</comment><elapsed_plus>2</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>4</sortorder><awaypos>24</awaypos><homepos>76</homepos><n>185</n><type>special</type><id>3756627</id></value></possession>,56.0893617021,47.3957446809,73.6682978723,85.5319148936,4.42978723404,6.18361702128,0,0,0,1,1,0,0,1,0,0,0,6,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,3,0,0,16,12
4,9,16,5,1,1,Manchester United,3,5,2,11,0,1,15,5,2,1,0,Leicester,M Clattenburg,3,Leicester ,King Power Stadium ,32500.0,England,2014/2015,2014-09-21,8197,10260,<possession><value><comment>47</comment><event_incident_typefk>352</event_incident_typefk><elapsed>21</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>53</awaypos><homepos>47</homepos><n>78</n><type>special</type><id>3752889</id></value><value><comment>45</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>7</sortorder><awaypos>55</awaypos><homepos>45</homepos><n>129</n><type>special</type><id>3753247</id></value><value><comment>41</comment><event_incident_typefk>352</event_incident_typefk><elapsed>65</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>59</awaypos><homepos>41</homepos><n>188</n><type>special</type><id>3753898</id></value></possession>,54.3125,46.7,77.1170833333,213.541666667,7.58125,6.18416666667,1,0,0,2,1,0,0,2,0,0,0,2,0,0,0,0,5,0,1,0,0,4,0,0,1,0,0,7,0,1,19,17
2,12,6,2,4,0,Chelsea,1,1,14,16,1,3,16,4,0,0,1,Manchester City,M Dean,1,Manchester ,Etihad Stadium,47405.0,England,2014/2015,2014-09-21,8456,8455,<possession><value><comment>68</comment><event_incident_typefk>352</event_incident_typefk><elapsed>24</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>32</awaypos><homepos>68</homepos><n>59</n><type>special</type><id>3755124</id></value><value><comment>60</comment><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>40</awaypos><homepos>60</homepos><n>116</n><type>special</type><id>3755470</id></value><value><comment>60</comment><event_incident_typefk>352</event_incident_typefk><elapsed>67</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>40</awaypos><homepos>60</homepos><n>177</n><type>special</type><id>3756206</id></value><value><comment>60</comment><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>40</awaypos><homepos>60</homepos><n>220</n><type>special</type><id>3756631</id></value></possession>,53.1875,45.5,77.204375,77.7083333333,5.47708333333,5.96458333333,0,0,0,1,0,0,0,1,1,0,0,5,0,1,0,0,2,0,2,0,0,6,0,1,0,1,0,1,0,0,25,10
7,7,10,4,2,0,West Bromwich Albion,1,0,9,12,0,2,7,1,0,0,1,Tottenham,K Friend,0,London ,White Hart Lane ,36230.0,England,2014/2015,2014-09-21,8586,8659,<possession><value><comment>73</comment><event_incident_typefk>352</event_incident_typefk><elapsed>24</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>27</awaypos><homepos>73</homepos><n>28</n><type>special</type><id>3752911</id></value><value><comment>64</comment><event_incident_typefk>352</event_incident_typefk><elapsed>44</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>36</awaypos><homepos>64</homepos><n>58</n><type>special</type><id>3753206</id></value><value><comment>63</comment><event_incident_typefk>352</event_incident_typefk><elapsed>68</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>37</awaypos><homepos>63</homepos><n>150</n><type>special</type><id>3753923</id></value><value><comment>62</comment><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>38</awaypos><homepos>62</homepos><n>191</n><type>special</type><id>3754191</id></value></possession>,58.85,50.4125,74.2225,191.25,8.38541666667,6.15833333333,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,5,0,2,0,0,1,0,0,1,0,0,3,0,0,29,10
5,16,6,4,6,0,Tottenham,1,1,15,7,0,3,16,6,0,0,1,Arsenal,M Oliver,1,London ,Emirates Stadium ,60361.0,England,2014/2015,2014-09-27,9825,8586,<possession><value><comment>66</comment><event_incident_typefk>352</event_incident_typefk><elapsed>23</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>34</awaypos><homepos>66</homepos><n>15</n><type>special</type><id>3783840</id></value><value><comment>66</comment><elapsed_plus>3</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>13</sortorder><awaypos>34</awaypos><homepos>66</homepos><n>157</n><type>special</type><id>3784098</id></value><value><comment>68</comment><event_incident_typefk>352</event_incident_typefk><elapsed>68</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>32</awaypos><homepos>68</homepos><n>188</n><type>special</type><id>3784496</id></value><value><comment>69</comment><elapsed_plus>4</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>13</sortorder><awaypos>31</awaypos><homepos>69</homepos><n>237</n><type>special</type><id>3784942</id></value></possession>,63.725,55.325,74.715,111.666666667,3.71666666667,6.21,0,0,0,1,0,0,0,1,2,0,0,13,2,2,1,0,3,0,0,0,1,1,0,0,0,0,0,1,0,0,30,6
2,9,7,1,2,0,Aston Villa,0,3,9,11,0,2,17,8,0,1,3,Chelsea,P Dowd,3,London ,Stamford Bridge ,42449.0,England,2014/2015,2014-09-27,8455,10252,<possession><value><comment>52</comment><event_incident_typefk>352</event_incident_typefk><elapsed>24</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>48</awaypos><homepos>52</homepos><n>31</n><type>special</type><id>3780727</id></value><value><comment>60</comment><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>40</awaypos><homepos>60</homepos><n>100</n><type>special</type><id>3781305</id></value><value><comment>59</comment><event_incident_typefk>352</event_incident_typefk><elapsed>67</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>41</awaypos><homepos>59</homepos><n>173</n><type>special</type><id>3782382</id></value><value><comment>62</comment><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>38</awaypos><homepos>62</homepos><n>197</n><type>special</type><id>3782944</id></value></possession>,63.725,55.325,74.715,111.666666667,3.71666666667,6.21,1,0,0,2,0,0,0,0,3,0,0,5,0,0,0,0,2,0,2,0,0,6,0,0,1,0,0,3,0,0,17,12
6,9,7,1,2,0,Leicester,0,2,6,14,0,0,16,6,0,0,1,Crystal Palace,K Stroud,3,London ,Selhurst Park ,26309.0,England,2014/2015,2014-09-27,9826,8197,<possession><value><comment>31</comment><event_incident_typefk>352</event_incident_typefk><elapsed>23</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>69</awaypos><homepos>31</homepos><n>56</n><type>special</type><id>3780730</id></value><value><comment>36</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>64</awaypos><homepos>36</homepos><n>103</n><type>special</type><id>3781375</id></value><value><comment>37</comment><event_incident_typefk>352</event_incident_typefk><elapsed>71</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>63</awaypos><homepos>37</homepos><n>157</n><type>special</type><id>3782440</id></value><value><comment>39</comment><elapsed_plus>3</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>16</sortorder><awaypos>61</awaypos><homepos>39</homepos><n>194</n><type>special</type><id>3783008</id></value></possession>,64.3181818182,53.7636363636,68.8604545455,146.818181818,3.84090909091,6.21,2,0,0,0,0,0,0,0,2,0,0,5,0,1,0,0,3,1,1,0,0,4,0,0,0,0,0,2,0,0,15,24
8,6,20,6,2,0,Manchester City,4,2,3,10,0,0,10,5,2,2,1,Hull,A Taylor,0,Kingston upon Hull ,KC Stadium ,25404.0,England,2014/2015,2014-09-27,8667,8456,<possession><value><comment>33</comment><event_incident_typefk>352</event_incident_typefk><elapsed>22</elapsed><subtype>possession</subtype><sortorder>4</sortorder><awaypos>67</awaypos><homepos>33</homepos><n>36</n><type>special</type><id>3780704</id></value><value><comment>37</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>4</sortorder><awaypos>63</awaypos><homepos>37</homepos><n>76</n><type>special</type><id>3781349</id></value><value><comment>40</comment><event_incident_typefk>352</event_incident_typefk><elapsed>67</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>60</awaypos><homepos>40</homepos><n>146</n><type>special</type><id>3782371</id></value><value><comment>41</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>4</sortorder><awaypos>59</awaypos><homepos>41</homepos><n>202</n><type>special</type><id>3782983</id></value></possession>,53.6,48.747826087,85.5808695652,207.826086957,4.47826086957,5.96739130435,0,0,0,1,0,0,0,3,1,0,0,3,0,1,0,0,6,0,1,0,0,3,0,0,1,0,0,5,0,2,23,8
2,9,11,5,1,0,Everton,1,1,8,8,0,2,24,8,0,0,1,Liverpool,M Atkinson,1,Liverpool ,Anfield ,45276.0,England,2014/2015,2014-09-27,8650,8668,<possession><value><comment>41</comment><event_incident_typefk>352</event_incident_typefk><elapsed>22</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>59</awaypos><homepos>41</homepos><n>46</n><type>special</type><id>3779009</id></value><value><comment>51</comment><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>49</awaypos><homepos>51</homepos><n>113</n><type>special</type><id>3779158</id></value><value><comment>49</comment><event_incident_typefk>352</event_incident_typefk><elapsed>67</elapsed><subtype>possession</subtype><sortorder>5</sortorder><awaypos>51</awaypos><homepos>49</homepos><n>149</n><type>special</type><id>3779369</id></value><value><comment>48</comment><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>52</awaypos><homepos>48</homepos><n>194</n><type>special</type><id>3779631</id></value></possession>,56.2217391304,51.6434782609,85.0243478261,137.826086957,5.12608695652,6.21,0,1,0,0,0,0,0,1,1,1,0,12,0,0,0,0,6,0,1,0,0,7,1,0,0,0,0,3,0,0,14,7
10,12,13,4,3,0,West Ham,1,2,7,10,1,1,8,3,1,2,3,Manchester United,L Mason,3,Stretford ,Old Trafford ,75811.0,England,2014/2015,2014-09-27,10260,8654,<possession><value><comment>64</comment><event_incident_typefk>352</event_incident_typefk><elapsed>31</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>36</awaypos><homepos>64</homepos><n>70</n><type>special</type><id>3780852</id></value><value><comment>63</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>4</sortorder><awaypos>37</awaypos><homepos>63</homepos><n>93</n><type>special</type><id>3781328</id></value><value><comment>63</comment><event_incident_typefk>352</event_incident_typefk><elapsed>65</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>37</awaypos><homepos>63</homepos><n>145</n><type>special</type><id>3782321</id></value><value><comment>58</comment><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>42</awaypos><homepos>58</homepos><n>210</n><type>special</type><id>3782954</id></value></possession>,52.4375,49.4375,90.1627083333,139.166666667,4.47916666667,6.114375,0,0,0,2,1,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,2,0,1,2,0,1,3,0,0,12,24
3,11,10,2,1,0,Queens Park Rangers,1,2,6,12,0,2,19,9,0,0,1,Southampton,M Clattenburg,3,Southampton ,St Mary's Stadium ,32689.0,England,2014/2015,2014-09-27,8466,10172,<possession><value><comment>62</comment><event_incident_typefk>352</event_incident_typefk><elapsed>25</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>38</awaypos><homepos>62</homepos><n>42</n><type>special</type><id>3780755</id></value><value><comment>55</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>4</sortorder><awaypos>45</awaypos><homepos>55</homepos><n>82</n><type>special</type><id>3781367</id></value><value><comment>58</comment><event_incident_typefk>352</event_incident_typefk><elapsed>64</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>42</awaypos><homepos>58</homepos><n>106</n><type>special</type><id>3782423</id></value><value><comment>56</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>5</sortorder><awaypos>44</awaypos><homepos>56</homepos><n>178</n><type>special</type><id>3783060</id></value></possession>,59.4764705882,53.1764705882,81.1173529412,5.29411764706,1.2,6.21,0,0,0,2,0,0,1,0,1,0,0,6,1,0,0,0,0,0,0,2,0,6,5,0,1,0,0,5,3,1,13,8
1,15,7,1,1,1,Swansea,0,0,10,13,0,2,15,3,0,0,1,Sunderland,C Foy,1,Sunderland ,Stadium of Light ,48707.0,England,2014/2015,2014-09-27,8472,10003,<possession><value><comment>34</comment><event_incident_typefk>352</event_incident_typefk><elapsed>31</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>66</awaypos><homepos>34</homepos><n>61</n><type>special</type><id>3780870</id></value><value><comment>36</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>5</sortorder><awaypos>64</awaypos><homepos>36</homepos><n>95</n><type>special</type><id>3781360</id></value><value><comment>39</comment><event_incident_typefk>352</event_incident_typefk><elapsed>56</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>61</awaypos><homepos>39</homepos><n>108</n><type>special</type><id>3782029</id></value><value><comment>48</comment><elapsed_plus>2</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>9</sortorder><awaypos>52</awaypos><homepos>48</homepos><n>189</n><type>special</type><id>3782994</id></value></possession>,54.2545454545,46.8090909091,76.7138636364,177.727272727,6.53409090909,6.21,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,2,0,0,8,1,0,0,0,0,6,0,0,23,11
2,9,10,2,2,0,Burnley,0,4,10,7,0,1,20,6,0,2,3,West Bromwich Albion,J Moss,3,West Bromwich ,The Hawthorns ,27877.0,England,2014/2015,2014-09-28,8659,8191,<possession><value><comment>70</comment><event_incident_typefk>352</event_incident_typefk><elapsed>28</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>30</awaypos><homepos>70</homepos><n>141</n><type>special</type><id>3790195</id></value><value><comment>67</comment><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>33</awaypos><homepos>67</homepos><n>32</n><type>special</type><id>3790387</id></value><value><comment>64</comment><event_incident_typefk>352</event_incident_typefk><elapsed>68</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>36</awaypos><homepos>64</homepos><n>101</n><type>special</type><id>3790759</id></value><value><comment>62</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>38</awaypos><homepos>62</homepos><n>203</n><type>special</type><id>3791073</id></value></possession>,63.65,55.1,74.6766666667,167.708333333,3.92708333333,6.01625,2,0,0,2,0,0,0,0,1,0,0,9,1,1,0,0,6,1,0,0,0,7,0,0,0,0,1,3,0,0,19,16
