City,Stadium,Capacity,half_time_home_goals,home_shots,home_shots_target,home_post,home_corners,home_offside,home_fouls,home_yellow_cards,home_red_cards,home_booking_pts,half_time_away_goals,away_shots,away_shots_target,away_post,away_corners,away_offside,away_fouls,away_yellow_cards,away_red_cards,away_booking_pts,half_time_result,full_time_home_goals,full_time_away_goals,result,Attendance,closest_station,season,date,home_team_api_id,away_team_api_id,possession,home_team,away_team,home_possession,home_passing,home_aerials,home_shots_against,home_tackles,home_interceptions,home_dribbles,home_fouls_for,away_possession,away_passing,away_aerials,away_shots_against,away_tackles,away_interceptions,away_dribbles,away_fouls_for,station,temp (F),dew (F),humidity,wind direction,wind speed (mph),prec (in),visibility (mi),home_goal_headers,home_goal_freekicks,home_goal_volleys,home_goal_other,away_goal_headers,away_goal_freekicks,away_goal_volleys,away_goal_other,home_shoton_headers,home_shoton_freekicks,home_shoton_volleys,home_shoton_other,home_shoton_bigchance,away_shoton_headers,away_shoton_freekicks,away_shoton_volleys,away_shoton_other,away_shoton_bigchance,home_shotoff_headers,home_shotoff_freekicks,home_shotoff_volleys,home_shotoff_other,home_shotoff_bigchance,home_shotoff_bad_shot,away_shotoff_headers,away_shotoff_freekicks,away_shotoff_volleys,away_shotoff_other,away_shotoff_bigchance,away_shotoff_bad_shot,home_crosses,away_crosses
Liverpool ,Goodison Park ,40157.0,1,14,10,,6,,15,2,0,,1,12,9,,6,,9,1,0,,D,1,1,D,,EGGP,2012/2013,2012-11-28 15:00:00,8668.0,9825.0,<possession><value><comment>41</comment><event_incident_typefk>352</event_incident_typefk><elapsed>23</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>59</awaypos><homepos>41</homepos><n>43</n><type>special</type><id>2501458</id></value><value><comment>44</comment><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>56</awaypos><homepos>44</homepos><n>84</n><type>special</type><id>2501855</id></value><value><comment>47</comment><event_incident_typefk>352</event_incident_typefk><elapsed>67</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>53</awaypos><homepos>47</homepos><n>137</n><type>special</type><id>2502405</id></value><value><comment>53</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>47</awaypos><homepos>53</homepos><n>180</n><type>special</type><id>2502883</id></value></possession>,Everton,Arsenal,51.9,79.0,18.6,11.9,18.9,15.5,5.3,13.1,56.2,85.2,16.8,10.6,19.7,16.7,10.7,10.8,EGGP,40.1,31.1,69.98,350.0,9.8,0.0,6.21,0,0,0,1,0,0,0,1,3,1,0,4,0,0,1,0,8,0,0,0,0,3,1,1,1,0,0,2,0,0,19,19
Stretford ,Old Trafford ,75811.0,1,23,13,,5,,7,1,0,,0,9,3,,5,,9,1,0,,H,1,0,H,,EGCC,2012/2013,2012-11-28 15:00:00,10260.0,8654.0,<possession><value><comment>56</comment><event_incident_typefk>352</event_incident_typefk><elapsed>21</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>44</awaypos><homepos>56</homepos><n>20</n><type>special</type><id>2501686</id></value><value><comment>63</comment><event_incident_typefk>352</event_incident_typefk><elapsed>34</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>37</awaypos><homepos>63</homepos><n>66</n><type>special</type><id>2501921</id></value><value><comment>58</comment><event_incident_typefk>352</event_incident_typefk><elapsed>44</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>42</awaypos><homepos>58</homepos><n>121</n><type>special</type><id>2501997</id></value><value><comment>57</comment><event_incident_typefk>352</event_incident_typefk><elapsed>69</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>43</awaypos><homepos>57</homepos><n>172</n><type>special</type><id>2502721</id></value><value><comment>52</comment><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>5</sortorder><awaypos>48</awaypos><homepos>52</homepos><n>241</n><type>special</type><id>2503024</id></value></possession>,Manchester United,West Ham,54.9,85.2,14.2,12.8,19.2,13.5,6.4,11.1,45.1,73.6,21.2,16.4,19.2,12.1,5.0,9.6,EGCC,40.1,30.2,67.52,330.0,9.25,0.0,6.21,0,0,0,1,0,0,0,0,1,1,0,9,0,0,0,0,3,1,2,0,1,6,0,2,0,0,1,4,0,2,27,32
Southampton ,St Mary's Stadium ,32689.0,1,8,2,,3,,11,1,0,,1,9,5,,7,,7,1,0,,D,1,1,D,,EGHI,2012/2013,2012-11-28 15:00:00,8466.0,9850.0,<possession><value><comment>50</comment><event_incident_typefk>352</event_incident_typefk><elapsed>22</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>50</awaypos><homepos>50</homepos><n>45</n><type>special</type><id>2501416</id></value><value><comment>52</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>48</awaypos><homepos>52</homepos><n>88</n><type>special</type><id>2501887</id></value><value><comment>48</comment><event_incident_typefk>352</event_incident_typefk><elapsed>68</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>52</awaypos><homepos>48</homepos><n>151</n><type>special</type><id>2502406</id></value><value><comment>50</comment><elapsed_plus>3</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>50</awaypos><homepos>50</homepos><n>204</n><type>special</type><id>2502899</id></value></possession>,Southampton,Norwich,52.2,77.3,16.4,11.8,21.6,20.5,6.3,9.4,44.4,73.0,17.0,14.1,17.8,14.2,4.8,10.5,EGHI,42.8,34.7,72.89,350.0,11.5,0.0,6.21,0,0,0,1,0,1,0,0,1,0,0,5,0,2,0,0,7,1,0,1,3,2,0,0,1,0,0,4,0,0,26,21
Stoke-on-Trent ,Britannia Stadium ,27740.0,0,11,5,,7,,12,2,0,,0,7,6,,2,,12,2,0,,D,2,1,H,,EGOS,2012/2013,2012-11-28 15:00:00,10194.0,10261.0,<possession><value><comment>49</comment><event_incident_typefk>352</event_incident_typefk><elapsed>11</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>51</awaypos><homepos>49</homepos><n>87</n><type>special</type><id>2501219</id></value><value><comment>38</comment><event_incident_typefk>352</event_incident_typefk><elapsed>24</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>62</awaypos><homepos>38</homepos><n>64</n><type>special</type><id>2501476</id></value><value><comment>47</comment><event_incident_typefk>352</event_incident_typefk><elapsed>32</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>53</awaypos><homepos>47</homepos><n>146</n><type>special</type><id>2501614</id></value><value><comment>51</comment><elapsed_plus>3</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>49</awaypos><homepos>51</homepos><n>140</n><type>special</type><id>2501916</id></value><value><comment>52</comment><event_incident_typefk>352</event_incident_typefk><elapsed>71</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>48</awaypos><homepos>52</homepos><n>144</n><type>special</type><id>2502519</id></value><value><comment>53</comment><elapsed_plus>4</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>47</awaypos><homepos>53</homepos><n>200</n><type>special</type><id>2502959</id></value></possession>,Stoke,Newcastle United,44.4,69.9,28.9,14.3,19.1,13.2,4.2,9.4,49.3,79.1,18.1,13.4,19.2,12.5,8.9,10.6,EGOS,39.2,32.0,75.16,320.0,6.9,0.0,6.21,1,0,1,0,0,0,0,1,2,0,0,1,1,0,0,0,6,1,2,1,2,1,0,0,1,0,0,1,0,0,38,12
Swansea ,Liberty Stadium ,20520.0,3,13,8,,5,,10,0,0,,1,6,2,,2,,16,4,0,,H,3,1,H,,EGOP,2012/2013,2012-11-28 15:00:00,10003.0,8659.0,<possession><value><comment>72</comment><event_incident_typefk>352</event_incident_typefk><elapsed>25</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>28</awaypos><homepos>72</homepos><n>40</n><type>special</type><id>2501490</id></value><value><comment>71</comment><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>29</awaypos><homepos>71</homepos><n>67</n><type>special</type><id>2501861</id></value><value><comment>66</comment><event_incident_typefk>352</event_incident_typefk><elapsed>67</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>34</awaypos><homepos>66</homepos><n>103</n><type>special</type><id>2502396</id></value><value><comment>64</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>36</awaypos><homepos>64</homepos><n>145</n><type>special</type><id>2502875</id></value></possession>,Swansea,West Bromwich Albion,54.4,84.4,12.9,14.9,18.0,18.4,5.2,11.0,46.3,77.7,15.7,15.6,18.4,9.9,5.5,10.3,EGOP,42.8,33.8,70.28,360.0,13.8,0.0,6.21,0,0,0,3,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,2,0,3,0,1,1,0,0,3,0,1,17,7
London ,White Hart Lane ,36230.0,2,14,7,,1,,4,1,0,,0,14,9,,12,,14,2,0,,H,2,1,H,,EGLC,2012/2013,2012-11-28 15:00:00,8586.0,8650.0,<possession><value><comment>56</comment><event_incident_typefk>352</event_incident_typefk><elapsed>22</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>44</awaypos><homepos>56</homepos><n>44</n><type>special</type><id>2501433</id></value><value><comment>53</comment><event_incident_typefk>352</event_incident_typefk><elapsed>40</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>47</awaypos><homepos>53</homepos><n>81</n><type>special</type><id>2501769</id></value><value><comment>52</comment><event_incident_typefk>352</event_incident_typefk><elapsed>70</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>48</awaypos><homepos>52</homepos><n>143</n><type>special</type><id>2502480</id></value><value><comment>47</comment><event_incident_typefk>352</event_incident_typefk><elapsed>86</elapsed><subtype>possession</subtype><sortorder>4</sortorder><awaypos>53</awaypos><homepos>47</homepos><n>185</n><type>special</type><id>2502790</id></value></possession>,Tottenham,Liverpool,52.8,82.5,14.6,9.7,19.6,19.0,8.0,10.3,55.2,83.9,12.7,11.4,20.9,13.8,9.9,9.4,EGLC,42.8,39.2,86.99,320.0,12.1,0.0,6.21,0,1,0,1,0,0,0,0,0,1,0,4,0,1,0,0,7,2,0,1,0,4,0,2,0,0,1,4,2,1,6,32
Wigan ,DW Stadium ,25133.0,0,9,4,,6,,13,1,0,,0,15,6,,6,,12,1,0,,D,0,2,A,,EGNO,2012/2013,2012-11-28 15:00:00,8528.0,8456.0,<possession><value><comment>37</comment><event_incident_typefk>352</event_incident_typefk><elapsed>23</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>63</awaypos><homepos>37</homepos><n>28</n><type>special</type><id>2501724</id></value><value><comment>50</comment><event_incident_typefk>352</event_incident_typefk><elapsed>44</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>50</awaypos><homepos>50</homepos><n>123</n><type>special</type><id>2502002</id></value><value><comment>44</comment><event_incident_typefk>352</event_incident_typefk><elapsed>66</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>56</awaypos><homepos>44</homepos><n>153</n><type>special</type><id>2502688</id></value><value><comment>46</comment><event_incident_typefk>352</event_incident_typefk><elapsed>89</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>54</awaypos><homepos>46</homepos><n>126</n><type>special</type><id>2503017</id></value></possession>,Wigan,Manchester City,52.9,82.1,10.3,14.0,18.7,18.5,7.0,11.6,56.0,84.6,15.8,10.4,17.9,12.9,7.7,9.2,EGNO,40.1,31.1,69.98,360.0,6.35,0.0,6.21,0,0,0,0,0,0,0,2,0,0,0,5,3,0,0,0,5,3,3,1,0,0,2,0,1,0,0,7,3,0,20,18
London ,Emirates Stadium ,60361.0,0,10,8,,8,,11,1,0,,0,12,10,,5,,9,0,0,,D,0,2,A,,EGLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
London ,Craven Cottage ,25700.0,0,8,2,,2,,10,0,0,,0,10,6,,1,,8,2,0,,D,0,3,A,,EGWU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Liverpool ,Anfield ,45276.0,1,24,11,,10,,10,2,0,,0,8,4,,4,,8,0,0,,H,1,0,H,,EGGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Manchester ,Etihad Stadium,47405.0,1,9,6,,5,,16,2,0,,1,8,5,,2,,12,1,0,,D,1,1,D,,EGCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
London ,Loftus Road ,18439.0,1,17,12,,11,,5,1,0,,1,7,3,,4,,6,2,0,,D,1,1,D,,EGWU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Reading ,Madejski Stadium ,24224.0,3,10,7,,6,,10,1,0,,4,10,5,,1,,12,1,0,,A,3,4,A,,EGVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
West Bromwich ,The Hawthorns ,27877.0,0,14,11,,5,,8,0,0,,0,6,4,,5,,15,3,0,,D,0,1,A,,EGBB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
London ,Boleyn Ground ,35303.0,0,16,13,,14,,15,1,0,,1,16,9,,5,,6,2,0,,A,3,1,H,,EGLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Norwich ,Carrow Road ,27010.0,2,7,5,,2,,11,0,0,,1,16,6,,6,,16,2,0,,H,2,1,H,,EGSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Newcastle upon Tyne ,Sports Direct Arena,52409.0,2,16,8,,4,,12,1,0,,0,9,4,,4,,14,3,1,,H,3,0,H,,EGNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
London ,Emirates Stadium ,60361.0,1,16,7,,7,,11,2,0,,0,7,2,,4,,12,3,0,,H,2,0,H,,EGLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Birmingham ,Villa Park ,42785.0,0,9,5,,3,,8,0,0,,0,1,0,,2,,13,1,1,,D,0,0,D,,EGBB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Southampton ,St Mary's Stadium ,32689.0,0,18,9,,7,,11,0,0,,0,6,2,,4,,10,0,0,,D,1,0,H,,EGHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Sunderland ,Stadium of Light ,48707.0,0,14,10,,11,,11,1,0,,2,11,5,,1,,14,3,0,,A,1,3,A,,EGNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Swansea ,Liberty Stadium ,20520.0,0,21,10,,6,,12,2,0,,3,10,8,,2,,9,1,0,,A,3,4,A,,EGOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Wigan ,DW Stadium ,25133.0,1,14,9,,11,,7,0,0,,1,8,4,,4,,11,1,0,,D,2,2,D,,EGNO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Liverpool ,Goodison Park ,40157.0,0,17,11,,4,,10,2,0,,0,8,6,,4,,9,2,0,,D,2,1,H,,EGGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Manchester ,Etihad Stadium,47405.0,0,16,11,,8,,11,4,0,,2,8,3,,2,,9,3,0,,A,2,3,A,,EGCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
London ,Boleyn Ground ,35303.0,2,9,6,,2,,12,1,0,,1,16,8,,5,,10,2,0,,H,2,3,A,,EGLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
London ,Craven Cottage ,25700.0,1,16,7,,5,,13,0,0,,0,20,13,,4,,11,0,0,,H,2,1,H,,EGWU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Sunderland ,Stadium of Light ,48707.0,2,16,11,,6,,8,2,0,,0,12,5,,8,,11,1,0,,H,3,0,H,,EGNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Liverpool ,Anfield ,45276.0,0,26,17,,7,,4,1,0,,2,9,6,,2,,11,2,0,,A,1,3,A,,EGGP,2012/2013,2012-12-15 15:00:00,8650.0,10252.0,<possession><value><comment>58</comment><event_incident_typefk>352</event_incident_typefk><elapsed>26</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>42</awaypos><homepos>58</homepos><n>42</n><type>special</type><id>2518954</id></value><value><comment>59</comment><elapsed_plus>2</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>41</awaypos><homepos>59</homepos><n>106</n><type>special</type><id>2519174</id></value><value><comment>58</comment><event_incident_typefk>352</event_incident_typefk><elapsed>73</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>42</awaypos><homepos>58</homepos><n>110</n><type>special</type><id>2519532</id></value><value><comment>58</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>42</awaypos><homepos>58</homepos><n>149</n><type>special</type><id>2519747</id></value></possession>,Liverpool,Aston Villa,55.2,83.9,12.7,11.4,20.9,13.8,9.9,9.4,47.2,77.1,18.9,16.7,19.4,20.4,6.6,9.1,EGGP,45.5,41.0,84.215,210.0,9.8,0.0,6.21,1,0,0,0,0,0,0,3,0,1,2,13,0,1,0,0,2,0,2,0,0,7,0,1,0,0,0,2,0,0,30,6
Stretford ,Old Trafford ,75811.0,2,15,6,,9,,13,0,0,,0,13,10,,9,,10,0,0,,H,3,1,H,,EGCC,2012/2013,2012-12-15 15:00:00,10260.0,8472.0,<possession><value><comment>53</comment><event_incident_typefk>352</event_incident_typefk><elapsed>21</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>47</awaypos><homepos>53</homepos><n>53</n><type>special</type><id>2518897</id></value><value><comment>57</comment><event_incident_typefk>352</event_incident_typefk><elapsed>41</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>43</awaypos><homepos>57</homepos><n>76</n><type>special</type><id>2519114</id></value><value><comment>58</comment><event_incident_typefk>352</event_incident_typefk><elapsed>65</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>42</awaypos><homepos>58</homepos><n>176</n><type>special</type><id>2519442</id></value><value><comment>56</comment><event_incident_typefk>352</event_incident_typefk><elapsed>89</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>44</awaypos><homepos>56</homepos><n>222</n><type>special</type><id>2519706</id></value></possession>,Manchester United,Sunderland,54.9,85.2,14.2,12.8,19.2,13.5,6.4,11.1,44.7,75.2,17.0,16.7,20.6,15.3,6.2,12.1,EGCC,44.6,41.9,90.22,195.0,13.25,0.0,6.21,0,0,0,3,1,0,0,0,1,0,0,1,1,0,0,0,9,0,4,0,1,7,2,0,1,0,0,3,0,0,23,30
Newcastle upon Tyne ,Sports Direct Arena,52409.0,0,17,8,,12,,9,3,0,,2,16,10,,7,,16,2,0,,A,1,3,A,,EGNT,2012/2013,2012-12-15 15:00:00,10261.0,8456.0,<possession><value><comment>44</comment><event_incident_typefk>352</event_incident_typefk><elapsed>22</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>56</awaypos><homepos>44</homepos><n>53</n><type>special</type><id>2518441</id></value><value><comment>43</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>57</awaypos><homepos>43</homepos><n>106</n><type>special</type><id>2518511</id></value><value><comment>52</comment><event_incident_typefk>352</event_incident_typefk><elapsed>65</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>48</awaypos><homepos>52</homepos><n>251</n><type>special</type><id>2518580</id></value><value><comment>54</comment><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>4</sortorder><awaypos>46</awaypos><homepos>54</homepos><n>272</n><type>special</type><id>2518654</id></value></possession>,Newcastle United,Manchester City,49.3,79.1,18.1,13.4,19.2,12.5,8.9,10.6,56.0,84.6,15.8,10.4,17.9,12.9,7.7,9.2,EGNT,45.5,40.1,81.27,240.0,5.2,0.0,6.21,1,0,0,0,1,0,0,2,1,0,0,5,1,0,0,0,6,2,1,0,1,8,1,1,1,0,0,7,0,0,45,9
Norwich ,Carrow Road ,27010.0,1,16,10,,7,,7,3,0,,0,12,6,,3,,4,1,0,,H,2,1,H,,EGSH,2012/2013,2012-12-15 15:00:00,9850.0,8528.0,<possession><value><comment>50</comment><event_incident_typefk>352</event_incident_typefk><elapsed>24</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>50</awaypos><homepos>50</homepos><n>47</n><type>special</type><id>2518974</id></value><value><comment>46</comment><elapsed_plus>3</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>54</awaypos><homepos>46</homepos><n>86</n><type>special</type><id>2519182</id></value><value><comment>46</comment><event_incident_typefk>352</event_incident_typefk><elapsed>69</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>54</awaypos><homepos>46</homepos><n>130</n><type>special</type><id>2519508</id></value></possession>,Norwich,Wigan,44.4,73.0,17.0,14.1,17.8,14.2,4.8,10.5,52.9,82.1,10.3,14.0,18.7,18.5,7.0,11.6,EGSH,47.3,42.8,84.33,205.0,12.7,0.0,6.21,1,0,0,1,0,0,0,1,1,0,0,8,1,1,0,0,4,0,1,0,2,3,1,0,1,1,0,3,0,0,21,17
London ,Loftus Road ,18439.0,0,19,9,,3,,10,1,0,,0,6,3,,3,,14,2,0,,D,2,1,H,,EGWU,2012/2013,2012-12-15 15:00:00,10172.0,9879.0,<possession><value><comment>47</comment><event_incident_typefk>352</event_incident_typefk><elapsed>23</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>53</awaypos><homepos>47</homepos><n>48</n><type>special</type><id>2518922</id></value><value><comment>49</comment><event_incident_typefk>352</event_incident_typefk><elapsed>43</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>51</awaypos><homepos>49</homepos><n>76</n><type>special</type><id>2519136</id></value><value><comment>46</comment><event_incident_typefk>352</event_incident_typefk><elapsed>68</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>54</awaypos><homepos>46</homepos><n>122</n><type>special</type><id>2519483</id></value><value><comment>45</comment><event_incident_typefk>352</event_incident_typefk><elapsed>89</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>55</awaypos><homepos>45</homepos><n>153</n><type>special</type><id>2519710</id></value></possession>,Queens Park Rangers,Fulham,46.9,76.2,15.3,15.8,21.5,17.4,9.2,11.4,49.6,81.4,15.3,16.8,17.9,19.6,6.2,10.8,EGWU,50.0,42.8,76.18,210.0,10.4,0.0,6.21,0,0,0,2,0,0,0,1,1,0,0,3,0,0,1,0,0,0,1,1,1,9,1,0,1,0,1,1,0,0,17,13
